epoch,acc,iou,loss,lr,precision_9,recall_9,val_acc,val_iou,val_loss,val_precision_9,val_recall_9
0,0.8065145611763,0.15528103709220886,0.45573362708091736,1e-04,0.3711234927177429,0.2355646789073944,0.8329848647117615,0.1342756450176239,0.6227580308914185,0.036363635212183,3.58315919584129e-05
1,0.8327792286872864,0.18108901381492615,0.3967531621456146,1e-04,0.49652335047721863,0.2883743643760681,0.8331308960914612,0.12301494181156158,0.5413028001785278,0.0,0.0
